Year	Plot	Yearday	Point	TreeSpecies	Sample	NumCaterpillars	Length_mm	CaterpillarBiomass_ma	 CaterpillarFamily	Comments
2008	BB	197	U1	Striped-Maple	2	0	0	0		BMM
2008	BB	197	S1	Striped-Maple	1	0	0	0		BMM
2008	BB	197	S1	Striped-Maple	2	0	0	0		BMM
2008	BB	197	Q1	Striped-Maple	1	0	0	0		BMM
2008	BB	197	Q1	Striped-Maple	2	0	0	0		BMM
2008	BB	197	M1	Striped-Maple	1	0	0	0		BMM
2008	BB	197	M1	Striped-Maple	2	0	0	0		BMM
2008	BB	197	K1	Striped-Maple	1	1	12	2.825520619		BMM
2008	BB	197	K1	Striped-Maple	2	0	0	0		BMM
2008	BB	197	I1	Striped-Maple	1	0	0	0		BMM
2008	BB	197	I1	Striped-Maple	2	0	0	0		BMM
2008	BB	197	G1	Striped-Maple	1	0	0	0		BMM
2008	BB	197	G1	Striped-Maple	2	0	0	0		BMM
2008	BB	197	E1	Striped-Maple	1	0	0	0		BMM
2008	BB	197	E1	Striped-Maple	2	1	17	7.086717877		BMM
2008	BB	197	C1	Striped-Maple	1	0	0	0		BMM
2008	BB	197	C1	Striped-Maple	2	0	0	0		BMM
2008	BB	197	A1	Striped-Maple	1	0	0	0		BMM
2008	BB	197	A1	Striped-Maple	2	1	12	2.825520619		BMM
2008	BB	197	A1	Striped-Maple	2	1	14	4.244612078		BMM
2008	BB	197	C3	Striped-Maple	1	0	0	0		BMM
2008	BB	197	C3	Striped-Maple	2	0	0	0		BMM
2008	BB	197	E3	Striped-Maple	1	1	13	3.490361756		BMM
2008	BB	197	E3	Striped-Maple	2	0	0	0		BMM
2008	BB	197	G3	Striped-Maple	1	0	0	0		BMM
2008	BB	197	I3	Striped-Maple	1	1	8	0.96876303		BMM
2008	BB	197	I3	Striped-Maple	1	1	6	0.453293292		BMM
2008	BB	197	U9	Striped-Maple	1	0	0	0		ACP
2008	BB	197	O9	Striped-Maple	1	0	0	0		ACP
2008	BB	197	E9	Striped-Maple	1	0	0	0		ACP
2008	BB	197	E9	Striped-Maple	2	0	0	0		ACP
2008	BB	197	A9	Striped-Maple	1	1	14	4.244612078		ACP
2008	BB	197	C13	Striped-Maple	1	1	10	1.746063329		ACP
2008	BB	197	C13	Striped-Maple	2	0	0	0		ACP
2008	BB	197	O11	Striped-Maple	1	0	0	0		LMR
2008	BB	197	O11	Striped-Maple	2	0	0	0		LMR
2008	BB	197	S11	Striped-Maple	1	0	0	0		LMR
2008	BB	197	S11	Striped-Maple	2	0	0	0		LMR
2008	BB	197	U11	Striped-Maple	1	0	0	0		LMR
2008	BB	197	U11	Striped-Maple	2	0	0	0		LMR
2008	BB	197	U13	Striped-Maple	1	0	0	0		LMR
2008	BB	197	U13	Striped-Maple	2	0	0	0		LMR
2008	BB	197	S13	Striped-Maple	1	1	14	4.244612078		LMR
2008	BS	199	U9	American-Chestnut	1	0	0	0		ACP
2008	BS	199	U9	American-Chestnut	2	0	0	0		ACP
2008	BS	199	S9	American-Chestnut	1	0	0	0		ACP
2008	BS	199	S9	American-Chestnut	2	0	0	0		ACP
2008	BS	199	Q9	American-Chestnut	1	0	0	0		ACP
2008	BS	199	Q9	American-Chestnut	2	0	0	0		ACP
2008	BS	199	O9	American-Chestnut	1	0	0	0		ACP
2008	BS	199	O9	American-Chestnut	2	0	0	0		ACP
2008	BS	199	M9	American-Chestnut	1	0	0	0		ACP
2008	BS	199	I7	American-Chestnut	1	0	0	0		ACP
2008	BS	199	M7	American-Chestnut	1	0	0	0		ACP
2008	BS	199	M7	American-Chestnut	2	0	0	0		ACP
2008	BS	199	O7	American-Chestnut	1	0	0	0		ACP
2008	BS	199	O7	American-Chestnut	2	0	0	0		ACP
2008	BS	199	Q7	American-Chestnut	1	0	0	0		ACP
2008	BS	199	Q7	American-Chestnut	2	0	0	0		ACP
2008	BS	199	S7	American-Chestnut	1	0	0	0		ACP
2008	BS	199	S7	American-Chestnut	2	0	0	0		ACP
2008	BS	199	U7	American-Chestnut	1	0	0	0		ACP
2008	BS	199	U7	American-Chestnut	2	0	0	0		ACP
2008	BS	199	U3	American-Chestnut	1	0	0	0		LMR
2008	BS	199	U3	American-Chestnut	2	0	0	0		LMR
2008	BS	199	S3	American-Chestnut	1	0	0	0		LMR
2008	BS	199	S3	American-Chestnut	2	0	0	0		LMR
2008	BS	199	Q3	American-Chestnut	1	1	8	0.96876303		LMR
2008	BS	199	Q3	American-Chestnut	2	0	0	0		LMR
2008	BS	199	O3	American-Chestnut	1	0	0	0		LMR
2008	BS	199	M3	American-Chestnut	1	0	0	0		LMR
2008	BS	199	M3	American-Chestnut	2	0	0	0		LMR
2008	BS	199	K3	American-Chestnut	1	0	0	0		LMR
2008	BS	199	K3	American-Chestnut	2	0	0	0		LMR
2008	BS	199	I3	American-Chestnut	1	0	0	0		LMR
2008	BS	199	I3	American-Chestnut	2	1	14	4.244612078		LMR
2008	BS	199	G3	American-Chestnut	1	0	0	0		LMR
2008	BS	199	G3	American-Chestnut	2	0	0	0		LMR
2008	BS	199	E3	American-Chestnut	1	0	0	0		LMR
2008	BS	199	E3	American-Chestnut	2	0	0	0		LMR
2008	BS	199	A1	American-Chestnut	1	0	0	0		LMR
2008	BS	199	A1	American-Chestnut	2	0	0	0		LMR
2008	BS	199	C1	American-Chestnut	1	0	0	0		LMR
2008	BS	199	C1	American-Chestnut	2	0	0	0		LMR
2008	BS	199	E1	American-Chestnut	1	1	7	0.680955633		LMR
2008	BS	199	E1	American-Chestnut	2	0	0	0		LMR
2008	BS	199	G1	American-Chestnut	1	1	8	0.96876303		LMR
2008	BS	199	G1	American-Chestnut	2	0	0	0		LMR
2008	BS	199	I1	American-Chestnut	1	0	0	0		LMR
2008	BS	199	I1	American-Chestnut	2	0	0	0		LMR
2008	BS	199	K1	American-Chestnut	1	0	0	0		LMR
2008	BS	199	K1	American-Chestnut	2	1	9	1.322087552		LMR
2008	BS	199	M1	American-Chestnut	1	0	0	0		LMR
2008	BS	199	M1	American-Chestnut	2	0	0	0		LMR
2008	BS	199	O1	American-Chestnut	1	1	5	0.280117862		LMR
2008	BS	199	O1	American-Chestnut	2	0	0	0		LMR
2008	BS	199	Q1	American-Chestnut	1	0	0	0		LMR
2008	BS	199	Q1	American-Chestnut	2	0	0	0		LMR
2008	BS	199	S1	American-Chestnut	1	0	0	0		LMR
2008	BS	199	S1	American-Chestnut	2	0	0	0		LMR
2008	BS	199	U1	American-Chestnut	1	0	0	0		LMR
2008	BS	199	U1	American-Chestnut	2	0	0	0		LMR
2008	BS	199	U9	Red-Oak	1	0	0	0		ACP
2008	BS	199	U9	Red-Oak	2	0	0	0		ACP
2008	BS	199	Q9	Red-Oak	1	0	0	0		ACP
2008	BS	199	Q9	Red-Oak	2	1	5	0.280117862		ACP
2008	BS	199	O9	Red-Oak	1	0	0	0		ACP
2008	BS	199	G9	Red-Oak	1	0	0	0		ACP
2008	BS	199	M7	Red-Oak	1	0	0	0		ACP
2008	BS	199	M7	Red-Oak	2	0	0	0		ACP
2008	BS	199	O7	Red-Oak	1	0	0	0		ACP
2008	BS	199	O7	Red-Oak	2	0	0	0		ACP
2008	BS	199	Q7	Red-Oak	1	1	6	0.453293292		ACP
2008	BS	199	U3	Red-Oak	1	0	0	0		LMR
2008	BS	199	U3	Red-Oak	2	0	0	0		LMR
2008	BS	199	S3	Red-Oak	1	0	0	0		LMR
2008	BS	199	S3	Red-Oak	2	0	0	0		LMR
2008	BS	199	Q3	Red-Oak	1	0	0	0		LMR
2008	BS	199	Q3	Red-Oak	2	0	0	0		LMR
2008	BS	199	O3	Red-Oak	1	0	0	0		LMR
2008	BS	199	O3	Red-Oak	2	0	0	0		LMR
2008	BS	199	M3	Red-Oak	1	0	0	0		LMR
2008	BS	199	M3	Red-Oak	2	0	0	0		LMR
2008	BS	199	K3	Red-Oak	1	0	0	0		LMR
2008	BS	199	I3	Red-Oak	1	0	0	0		LMR
2008	BS	199	A1	Red-Oak	1	1	12	2.825520619		LMR
2008	BS	199	A1	Red-Oak	2	0	0	0		LMR
2008	BS	199	C1	Red-Oak	1	0	0	0		LMR
2008	BS	199	C1	Red-Oak	2	0	0	0		LMR
2008	BS	199	E1	Red-Oak	1	0	0	0		LMR
2008	BS	199	E1	Red-Oak	2	1	4	0.155416945		LMR
2008	BS	199	G1	Red-Oak	1	0	0	0		LMR
2008	BS	199	G1	Red-Oak	2	0	0	0		LMR
2008	BS	199	I1	Red-Oak	1	0	0	0		LMR
2008	BS	199	I1	Red-Oak	2	0	0	0		LMR
2008	BS	199	K1	Red-Oak	1	0	0	0		LMR
2008	BS	199	K1	Red-Oak	2	0	0	0		LMR
2008	BS	199	M1	Red-Oak	1	0	0	0		LMR
2008	BS	199	M1	Red-Oak	2	0	0	0		LMR
2008	BS	199	O1	Red-Oak	1	0	0	0		LMR
2008	BS	199	O1	Red-Oak	2	1	8	0.96876303		LMR
2008	BS	199	Q1	Red-Oak	1	0	0	0		LMR
2008	BS	199	S1	Red-Oak	1	0	0	0		LMR
2008	BS	199	S1	Red-Oak	2	0	0	0		LMR
2008	BS	199	U1	Red-Oak	1	0	0	0		LMR
2008	BS	199	U1	Red-Oak	2	0	0	0		LMR
2008	BS	199	U9	Red-Maple	1	0	0	0		ACP
2008	BS	199	U9	Red-Maple	2	0	0	0		ACP
2008	BS	199	S9	Red-Maple	1	1	6	0.453293292		ACP
2008	BS	199	S9	Red-Maple	2	0	0	0		ACP
2008	BS	199	Q9	Red-Maple	1	0	0	0		ACP
2008	BS	199	O9	Red-Maple	1	1	6	0.453293292		ACP
2008	BS	199	O9	Red-Maple	2	1	4	0.155416945		ACP
2008	BS	199	M9	Red-Maple	1	0	0	0		ACP
2008	BS	199	M9	Red-Maple	2	1	6	0.453293292		ACP
2008	BS	199	G9	Red-Maple	1	0	0	0		ACP
2008	BS	199	A7	Red-Maple	1	0	0	0		ACP
2008	BS	199	A7	Red-Maple	2	0	0	0		ACP
2008	BS	199	C7	Red-Maple	1	0	0	0		ACP
2008	BS	199	C7	Red-Maple	2	1	8	0.96876303		ACP
2008	BS	199	G7	Red-Maple	1	0	0	0		ACP
2008	BS	199	I7	Red-Maple	1	0	0	0		ACP
2008	BS	199	I7	Red-Maple	2	0	0	0		ACP
2008	BS	199	O7	Red-Maple	1	0	0	0		ACP
2008	BS	199	O7	Red-Maple	2	0	0	0		ACP
2008	BS	199	Q7	Red-Maple	1	0	0	0		ACP
2008	BS	199	Q7	Red-Maple	2	0	0	0		ACP
2008	BS	199	S7	Red-Maple	1	1	7	0.680955633		ACP
2008	BS	199	S7	Red-Maple	2	0	0	0		ACP
2008	BS	199	U7	Red-Maple	1	0	0	0		ACP
2008	BS	199	U7	Red-Maple	2	0	0	0		ACP
2008	BS	199	U3	Red-Maple	1	0	0	0		LMR
2008	BS	199	U3	Red-Maple	2	0	0	0		LMR
2008	BS	199	S3	Red-Maple	1	0	0	0		LMR
2008	BS	199	S3	Red-Maple	2	0	0	0		LMR
2008	BS	199	Q3	Red-Maple	1	0	0	0		LMR
2008	BS	199	Q3	Red-Maple	2	0	0	0		LMR
2008	BS	199	O3	Red-Maple	1	0	0	0		LMR
2008	BS	199	M3	Red-Maple	1	0	0	0		LMR
2008	BS	199	M3	Red-Maple	2	0	0	0		LMR
2008	BS	199	K3	Red-Maple	1	0	0	0		LMR
2008	BS	199	K3	Red-Maple	2	0	0	0		LMR
2008	BS	199	I3	Red-Maple	1	0	0	0		LMR
2008	BS	199	I3	Red-Maple	2	0	0	0		LMR
2008	BS	199	E3	Red-Maple	1	0	0	0		LMR
2008	BS	199	E3	Red-Maple	2	0	0	0		LMR
2008	BS	199	C3	Red-Maple	1	0	0	0		LMR
2008	BS	199	C3	Red-Maple	2	0	0	0		LMR
2008	BS	199	A1	Red-Maple	1	1	14	4.244612078		LMR
2008	BS	199	A1	Red-Maple	2	0	0	0		LMR
2008	BS	199	C1	Red-Maple	1	0	0	0		LMR
2008	BS	199	C1	Red-Maple	2	0	0	0		LMR
2008	BS	199	E1	Red-Maple	1	1	6	0.453293292		LMR
2008	BS	199	E1	Red-Maple	2	0	0	0		LMR
2008	BS	199	G1	Red-Maple	1	0	0	0		LMR
2008	BS	199	G1	Red-Maple	2	0	0	0		LMR
2008	BS	199	I1	Red-Maple	1	0	0	0		LMR
2008	BS	199	I1	Red-Maple	2	0	0	0		LMR
2008	BS	199	K1	Red-Maple	1	0	0	0		LMR
2008	BS	199	K1	Red-Maple	2	1	10	1.746063329		LMR
2008	BS	199	M1	Red-Maple	1	0	0	0		LMR
2008	BS	199	M1	Red-Maple	2	1	7	0.680955633		LMR
2008	BS	199	M1	Red-Maple	2	1	8	0.96876303		LMR
2008	BS	199	O1	Red-Maple	1	0	0	0		LMR
2008	BS	199	O1	Red-Maple	2	0	0	0		LMR
2008	BS	199	Q1	Red-Maple	1	0	0	0		LMR
2008	BS	199	Q1	Red-Maple	2	0	0	0		LMR
2008	BS	199	S1	Red-Maple	1	0	0	0		LMR
2008	BS	199	S1	Red-Maple	2	0	0	0		LMR
2008	BS	199	U1	Red-Maple	1	0	0	0		LMR
2008	BS	199	U1	Red-Maple	2	0	0	0		LMR
2008	BS	199	S9	Striped-Maple	1	0	0	0		ACP
2008	BS	199	S9	Striped-Maple	2	0	0	0		ACP
2008	BS	199	Q9	Striped-Maple	1	0	0	0		ACP
2008	BS	199	Q9	Striped-Maple	2	0	0	0		ACP
2008	BS	199	O9	Striped-Maple	1	0	0	0		ACP
2008	BS	199	O9	Striped-Maple	2	1	5	0.280117862		ACP
2008	BS	199	M9	Striped-Maple	1	0	0	0		ACP
2008	BS	199	M9	Striped-Maple	2	0	0	0		ACP
2008	BS	199	K9	Striped-Maple	1	1	4	0.155416945		ACP
2008	BS	199	K9	Striped-Maple	2	0	0	0		ACP
2008	BS	199	G9	Striped-Maple	1	1	7	0.680955633		ACP
2008	BS	199	G9	Striped-Maple	2	0	0	0		ACP
2008	BS	199	C9	Striped-Maple	1	0	0	0		ACP
2008	BS	199	C9	Striped-Maple	2	0	0	0		ACP
2008	BS	199	A9	Striped-Maple	1	0	0	0		ACP
2008	BS	199	A9	Striped-Maple	2	0	0	0		ACP
2008	BS	199	A7	Striped-Maple	1	0	0	0		ACP
2008	BS	199	A7	Striped-Maple	2	0	0	0		ACP
2008	BS	199	C7	Striped-Maple	1	0	0	0		ACP
2008	BS	199	C7	Striped-Maple	2	0	0	0		ACP
2008	BS	199	E7	Striped-Maple	1	0	0	0		ACP
2008	BS	199	E7	Striped-Maple	2	0	0	0		ACP
2008	BS	199	G7	Striped-Maple	1	0	0	0		ACP
2008	BS	199	G7	Striped-Maple	2	0	0	0		ACP
2008	BS	199	I7	Striped-Maple	1	0	0	0		ACP
2008	BS	199	I7	Striped-Maple	2	1	5	0.280117862		ACP
2008	BS	199	K7	Striped-Maple	1	0	0	0		ACP
2008	BS	199	K7	Striped-Maple	2	0	0	0		ACP
2008	BS	199	M7	Striped-Maple	1	0	0	0		ACP
2008	BS	199	M7	Striped-Maple	2	0	0	0		ACP
2008	BS	199	O7	Striped-Maple	1	1	4	0.155416945		ACP
2008	BS	199	O7	Striped-Maple	2	0	0	0		ACP
2008	BS	199	Q7	Striped-Maple	1	0	0	0		ACP
2008	BS	199	S7	Striped-Maple	1	0	0	0		ACP
2008	BS	199	S7	Striped-Maple	2	0	0	0		ACP
2008	BS	199	U7	Striped-Maple	1	0	0	0		ACP
2008	BS	199	U3	Striped-Maple	1	0	0	0		LMR
2008	BS	199	S3	Striped-Maple	1	0	0	0		LMR
2008	BS	199	S3	Striped-Maple	2	0	0	0		LMR
2008	BS	199	Q3	Striped-Maple	1	0	0	0		LMR
2008	BS	199	Q3	Striped-Maple	2	0	0	0		LMR
2008	BS	199	M3	Striped-Maple	1	0	0	0		LMR
2008	BS	199	M3	Striped-Maple	2	0	0	0		LMR
2008	BS	199	K3	Striped-Maple	1	1	13	3.490361756		LMR
2008	BS	199	K3	Striped-Maple	2	0	0	0		LMR
2008	BS	199	I3	Striped-Maple	1	0	0	0		LMR
2008	BS	199	I3	Striped-Maple	2	0	0	0		LMR
2008	BS	199	G3	Striped-Maple	1	0	0	0		LMR
2008	BS	199	G3	Striped-Maple	2	0	0	0		LMR
2008	BS	199	E3	Striped-Maple	1	0	0	0		LMR
2008	BS	199	E3	Striped-Maple	2	0	0	0		LMR
2008	BS	199	C3	Striped-Maple	1	0	0	0		LMR
2008	BS	199	C3	Striped-Maple	2	0	0	0		LMR
2008	BS	199	A3	Striped-Maple	1	0	0	0		LMR
2008	BS	199	A3	Striped-Maple	2	0	0	0		LMR
2008	BS	199	A1	Striped-Maple	1	1	5	0.280117862		LMR
2008	BS	199	A1	Striped-Maple	2	0	0	0		LMR
2008	BS	199	C1	Striped-Maple	1	0	0	0		LMR
2008	BS	199	C1	Striped-Maple	2	1	11	2.245622133		LMR
2008	BS	199	E1	Striped-Maple	1	0	0	0		LMR
2008	BS	199	E1	Striped-Maple	2	0	0	0		LMR
2008	BS	199	G1	Striped-Maple	1	0	0	0		LMR
2008	BS	199	G1	Striped-Maple	2	0	0	0		LMR
2008	BS	199	I1	Striped-Maple	1	0	0	0		LMR
2008	BS	199	I1	Striped-Maple	2	0	0	0		LMR
2008	BS	199	K1	Striped-Maple	1	1	5	0.280117862		LMR
2008	BS	199	K1	Striped-Maple	2	0	0	0		LMR
2008	BS	199	M1	Striped-Maple	1	0	0	0		LMR
2008	BS	199	M1	Striped-Maple	2	0	0	0		LMR
2008	BS	199	O1	Striped-Maple	1	0	0	0		LMR
2008	BS	199	Q1	Striped-Maple	1	0	0	0		LMR
2008	BS	199	Q1	Striped-Maple	2	0	0	0		LMR
2008	BS	199	S1	Striped-Maple	1	0	0	0		LMR
2008	BS	199	S1	Striped-Maple	2	0	0	0		LMR
2008	BS	199	U1	Striped-Maple	1	1	10	1.746063329		LMR
2008	BS	199	U1	Striped-Maple	2	0	0	0		LMR
2008	RK	200	A1	American-Chestnut	1	0	0	0		ACP
2008	RK	200	A1	American-Chestnut	2	0	0	0		ACP
2008	RK	200	C1	American-Chestnut	1	0	0	0		ACP
2008	RK	200	C1	American-Chestnut	2	0	0	0		ACP
2008	RK	200	E1	American-Chestnut	1	0	0	0		ACP
2008	RK	200	E1	American-Chestnut	2	0	0	0		ACP
2008	RK	200	G1	American-Chestnut	1	0	0	0		ACP
2008	RK	200	G1	American-Chestnut	2	1	7	0.680955633		ACP
2008	RK	200	I1	American-Chestnut	1	0	0	0		ACP
2008	RK	200	I1	American-Chestnut	2	0	0	0		ACP
2008	RK	200	K1	American-Chestnut	1	0	0	0		ACP
2008	RK	200	K1	American-Chestnut	2	0	0	0		ACP
2008	RK	200	M1	American-Chestnut	1	0	0	0		ACP
2008	RK	200	M1	American-Chestnut	2	0	0	0		ACP
2008	RK	200	O1	American-Chestnut	1	0	0	0		ACP
2008	RK	200	O1	American-Chestnut	2	0	0	0		ACP
2008	RK	200	Q1	American-Chestnut	1	0	0	0		ACP
2008	RK	200	Q1	American-Chestnut	2	0	0	0		ACP
2008	RK	200	S1	American-Chestnut	1	0	0	0		ACP
2008	RK	200	S1	American-Chestnut	2	0	0	0		ACP
2008	RK	200	U1	American-Chestnut	1	0	0	0		ACP
2008	RK	200	U1	American-Chestnut	2	0	0	0		ACP
2008	RK	200	K9	American-Chestnut	1	1	9	1.322087552		BMM
2008	RK	200	K9	American-Chestnut	2	0	0	0		BMM
2008	RK	200	M9	American-Chestnut	1	0	0	0		BMM
2008	RK	200	M9	American-Chestnut	2	0	0	0		BMM
2008	RK	200	Q9	American-Chestnut	1	1	15	5.092615825		BMM
2008	RK	200	Q9	American-Chestnut	2	0	0	0		BMM
2008	RK	200	U9	American-Chestnut	1	0	0	0		BMM
2008	RK	200	U9	American-Chestnut	2	0	0	0		BMM
2008	RK	200	W9	American-Chestnut	1	0	0	0		BMM
2008	RK	200	W9	American-Chestnut	2	0	0	0		BMM
2008	RK	200	Y9	American-Chestnut	1	0	0	0		BMM
2008	RK	200	Y9	American-Chestnut	2	0	0	0		BMM
2008	RK	200	ZA9	American-Chestnut	1	0	0	0		BMM
2008	RK	200	ZA9	American-Chestnut	2	0	0	0		BMM
2008	RK	200	ZC9	American-Chestnut	1	0	0	0		BMM
2008	RK	200	ZC9	American-Chestnut	2	0	0	0		BMM
2008	RK	200	ZE9	American-Chestnut	1	0	0	0		BMM
2008	RK	200	ZE9	American-Chestnut	2	0	0	0		BMM
2008	RK	200	ZE7	American-Chestnut	1	0	0	0		BMM
2008	RK	200	ZE7	American-Chestnut	2	0	0	0		BMM
2008	RK	200	ZC7	American-Chestnut	1	0	0	0		BMM
2008	RK	200	ZC7	American-Chestnut	2	0	0	0		BMM
2008	RK	200	ZA7	American-Chestnut	1	0	0	0		BMM
2008	RK	200	ZA7	American-Chestnut	2	0	0	0		BMM
2008	RK	200	Y7	American-Chestnut	1	0	0	0		BMM
2008	RK	200	Y7	American-Chestnut	2	0	0	0		BMM
2008	RK	200	W7	American-Chestnut	1	0	0	0		BMM
2008	RK	200	W7	American-Chestnut	2	0	0	0		BMM
2008	RK	200	U7	American-Chestnut	1	1	6	0.453293292		BMM
2008	RK	200	U7	American-Chestnut	2	0	0	0		BMM
2008	RK	200	S7	American-Chestnut	1	0	0	0		BMM
2008	RK	200	S7	American-Chestnut	2	0	0	0		BMM
2008	RK	200	Q7	American-Chestnut	1	0	0	0		BMM
2008	RK	200	Q7	American-Chestnut	2	0	0	0		BMM
2008	RK	200	O7	American-Chestnut	1	0	0	0		BMM
2008	RK	200	O7	American-Chestnut	2	1	9	1.322087552		BMM
2008	RK	200	M7	American-Chestnut	1	1	20	10.8837656		BMM
2008	RK	200	M7	American-Chestnut	2	0	0	0		BMM
2008	RK	200	K7	American-Chestnut	1	0	0	0		BMM
2008	RK	200	K7	American-Chestnut	2	0	0	0		BMM
2008	RK	200	A3	American-Chestnut	1	0	0	0		LMR
2008	RK	200	A3	American-Chestnut	2	0	0	0		LMR
2008	RK	200	C3	American-Chestnut	1	0	0	0		LMR
2008	RK	200	C3	American-Chestnut	2	0	0	0		LMR
2008	RK	200	E3	American-Chestnut	1	0	0	0		LMR
2008	RK	200	E3	American-Chestnut	2	0	0	0		LMR
2008	RK	200	G3	American-Chestnut	1	0	0	0		LMR
2008	RK	200	G3	American-Chestnut	2	0	0	0		LMR
2008	RK	200	I3	American-Chestnut	1	0	0	0		LMR
2008	RK	200	I3	American-Chestnut	2	0	0	0		LMR
2008	RK	200	K3	American-Chestnut	1	0	0	0		LMR
2008	RK	200	K3	American-Chestnut	2	0	0	0		LMR
2008	RK	200	M3	American-Chestnut	1	0	0	0		LMR
2008	RK	200	M3	American-Chestnut	2	0	0	0		LMR
2008	RK	200	O3	American-Chestnut	1	0	0	0		LMR
2008	RK	200	O3	American-Chestnut	2	0	0	0		LMR
2008	RK	200	Q3	American-Chestnut	1	0	0	0		LMR
2008	RK	200	Q3	American-Chestnut	2	0	0	0		LMR
2008	RK	200	S3	American-Chestnut	1	0	0	0		LMR
2008	RK	200	S3	American-Chestnut	2	0	0	0		LMR
2008	RK	200	U3	American-Chestnut	1	0	0	0		LMR
2008	RK	200	U3	American-Chestnut	2	0	0	0		LMR
2008	RK	200	A1	Red-Oak	1	0	0	0		ACP
2008	RK	200	A1	Red-Oak	2	0	0	0		ACP
2008	RK	200	C1	Red-Oak	1	1	6	0.453293292		ACP
2008	RK	200	C1	Red-Oak	2	0	0	0		ACP
2008	RK	200	E1	Red-Oak	1	0	0	0		ACP
2008	RK	200	E1	Red-Oak	2	0	0	0		ACP
2008	RK	200	G1	Red-Oak	1	1	17	7.086717877		ACP
2008	RK	200	G1	Red-Oak	2	0	0	0		ACP
2008	RK	200	I1	Red-Oak	1	0	0	0		ACP
2008	RK	200	I1	Red-Oak	2	0	0	0		ACP
2008	RK	200	K1	Red-Oak	1	0	0	0		ACP
2008	RK	200	K1	Red-Oak	2	0	0	0		ACP
2008	RK	200	M1	Red-Oak	1	0	0	0		ACP
2008	RK	200	M1	Red-Oak	2	0	0	0		ACP
2008	RK	200	O1	Red-Oak	1	0	0	0		ACP
2008	RK	200	O1	Red-Oak	2	0	0	0		ACP
2008	RK	200	Q1	Red-Oak	1	0	0	0		ACP
2008	RK	200	Q1	Red-Oak	2	1	10	1.746063329		ACP
2008	RK	200	S1	Red-Oak	1	0	0	0		ACP
2008	RK	200	S1	Red-Oak	2	0	0	0		ACP
2008	RK	200	U1	Red-Oak	1	0	0	0		ACP
2008	RK	200	U1	Red-Oak	2	0	0	0		ACP
2008	RK	200	K9	Red-Oak	1	0	0	0		BMM
2008	RK	200	K9	Red-Oak	2	0	0	0		BMM
2008	RK	200	M9	Red-Oak	1	0	0	0		BMM
2008	RK	200	M9	Red-Oak	2	0	0	0		BMM
2008	RK	200	O9	Red-Oak	1	0	0	0		BMM
2008	RK	200	O9	Red-Oak	2	0	0	0		BMM
2008	RK	200	Q9	Red-Oak	1	0	0	0		BMM
2008	RK	200	Q9	Red-Oak	2	0	0	0		BMM
2008	RK	200	S9	Red-Oak	1	0	0	0		BMM
2008	RK	200	S9	Red-Oak	2	0	0	0		BMM
2008	RK	200	U9	Red-Oak	1	0	0	0		BMM
2008	RK	200	U9	Red-Oak	2	0	0	0		BMM
2008	RK	200	W9	Red-Oak	1	0	0	0		BMM
2008	RK	200	Y9	Red-Oak	1	1	8	0.96876303		BMM
2008	RK	200	Y9	Red-Oak	2	0	0	0		BMM
2008	RK	200	ZA9	Red-Oak	1	0	0	0		BMM
2008	RK	200	ZA9	Red-Oak	2	0	0	0		BMM
2008	RK	200	ZC9	Red-Oak	1	0	0	0		BMM
2008	RK	200	ZC9	Red-Oak	2	0	0	0		BMM
2008	RK	200	ZE9	Red-Oak	1	1	17	7.086717877		BMM
2008	RK	200	ZE9	Red-Oak	2	0	0	0		BMM
2008	RK	200	ZE7	Red-Oak	1	0	0	0		BMM
2008	RK	200	ZE7	Red-Oak	2	0	0	0		BMM
2008	RK	200	ZC7	Red-Oak	1	0	0	0		BMM
2008	RK	200	ZC7	Red-Oak	2	0	0	0		BMM
2008	RK	200	ZA7	Red-Oak	1	1	8	0.96876303		BMM
2008	RK	200	ZA7	Red-Oak	2	0	0	0		BMM
2008	RK	200	Y7	Red-Oak	1	0	0	0		BMM
2008	RK	200	Y7	Red-Oak	2	0	0	0		BMM
2008	RK	200	W7	Red-Oak	1	0	0	0		BMM
2008	RK	200	W7	Red-Oak	2	0	0	0		BMM
2008	RK	200	U7	Red-Oak	1	0	0	0		BMM
2008	RK	200	U7	Red-Oak	2	0	0	0		BMM
2008	RK	200	S7	Red-Oak	1	0	0	0		BMM
2008	RK	200	S7	Red-Oak	2	0	0	0		BMM
2008	RK	200	Q7	Red-Oak	1	0	0	0		BMM
2008	RK	200	Q7	Red-Oak	2	0	0	0		BMM
2008	RK	200	O7	Red-Oak	1	0	0	0		BMM
2008	RK	200	O7	Red-Oak	2	0	0	0		BMM
2008	RK	200	M7	Red-Oak	1	1	5	0.280117862		BMM
2008	RK	200	M7	Red-Oak	2	0	0	0		BMM
2008	RK	200	K7	Red-Oak	1	0	0	0		BMM
2008	RK	200	K7	Red-Oak	2	0	0	0		BMM
2008	RK	200	A3	Red-Oak	1	0	0	0		LMR
2008	RK	200	A3	Red-Oak	2	0	0	0		LMR
2008	RK	200	C3	Red-Oak	1	0	0	0		LMR
2008	RK	200	C3	Red-Oak	2	1	16	6.038606714		LMR
2008	RK	200	E3	Red-Oak	1	0	0	0		LMR
2008	RK	200	E3	Red-Oak	2	0	0	0		LMR
2008	RK	200	G3	Red-Oak	1	0	0	0		LMR
2008	RK	200	G3	Red-Oak	2	0	0	0		LMR
