"ID"	"SurveyFK"	"Group"	"Length"	"Quantity"	"PhotoURL"	"Notes"	"Hairy"	"Rolled"	"Tented"	"Sawfly"	"BeetleLarva"	"NeedToSendToINaturalist"
45882	45995	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
45883	46008	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
45884	46040	"caterpillar"	"20"	1	""	""	0	0	0	0	0	0
45885	46042	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
45886	46051	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
45887	46059	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
45888	46064	"caterpillar"	"17"	1	""	""	0	0	0	0	0	0
45889	46064	"caterpillar"	"20"	1	""	""	0	0	0	0	0	0
45890	46067	"caterpillar"	"15"	1	""	""	0	0	0	0	0	0
45891	46070	"caterpillar"	"13"	1	""	""	0	0	0	0	0	0
45892	46072	"caterpillar"	"13"	1	""	""	0	0	0	0	0	0
45893	46072	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
45894	46073	"caterpillar"	"16"	1	""	""	0	0	0	0	0	0
45895	46075	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
45896	46083	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
45897	46095	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
45898	46124	"caterpillar"	"17"	1	""	""	0	0	0	0	0	0
45899	46126	"caterpillar"	"18"	1	""	""	0	0	0	0	0	0
45900	46132	"caterpillar"	"16"	1	""	""	0	0	0	0	0	0
45901	46157	"caterpillar"	"25"	1	""	""	0	0	0	0	0	0
45902	46159	"caterpillar"	"19"	1	""	""	0	0	0	0	0	0
45903	46161	"caterpillar"	"20"	2	""	""	0	0	0	0	0	0
45904	46197	"caterpillar"	"32"	1	""	""	0	0	0	0	0	0
45905	46208	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
45906	46209	"caterpillar"	"6"	2	""	""	0	0	0	0	0	0
45907	46209	"caterpillar"	"5"	2	""	""	0	0	0	0	0	0
45908	46211	"caterpillar"	"19"	1	""	""	0	0	0	0	0	0
45909	46213	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
45910	46213	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
45911	46214	"caterpillar"	"9"	2	""	""	0	0	0	0	0	0
45912	46215	"caterpillar"	"5"	19	""	""	0	0	0	0	0	0
45913	46216	"caterpillar"	"17"	1	""	""	0	0	0	0	0	0
45914	46219	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
45915	46223	"caterpillar"	"15"	1	""	""	0	0	0	0	0	0
45916	46235	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
45917	46243	"caterpillar"	"20"	1	""	""	0	0	0	0	0	0
45918	46253	"caterpillar"	"17"	1	""	""	0	0	0	0	0	0
45919	46255	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
45920	46256	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
45921	46258	"caterpillar"	"16"	1	""	""	0	0	0	0	0	0
45922	46274	"caterpillar"	"13"	1	""	""	0	0	0	0	0	0
45923	46274	"caterpillar"	"28"	1	""	""	0	0	0	0	0	0
45924	46277	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
45925	46277	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
45926	46283	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
45927	46283	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
45928	46284	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
45929	46285	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
45930	46285	"caterpillar"	"18"	1	""	""	0	0	0	0	0	0
45931	46288	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
45932	46293	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
45933	46294	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
45934	46295	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
45935	46306	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
45936	46309	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
45937	46322	"caterpillar"	"25"	1	""	""	0	0	0	0	0	0
45938	46324	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
45939	46326	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
45940	46327	"caterpillar"	"13"	1	""	""	0	0	0	0	0	0
45941	46348	"caterpillar"	"18"	1	""	""	0	0	0	0	0	0
45942	46354	"caterpillar"	"17"	1	""	""	0	0	0	0	0	0
45943	46360	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
45944	46361	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
45945	46367	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
45946	46396	"caterpillar"	"20"	1	""	""	0	0	0	0	0	0
45947	46398	"caterpillar"	"15"	1	""	""	0	0	0	0	0	0
45948	46402	"caterpillar"	"15"	1	""	""	0	0	0	0	0	0
45949	46409	"caterpillar"	"13"	1	""	""	0	0	0	0	0	0
45950	46410	"caterpillar"	"15"	1	""	""	0	0	0	0	0	0
45951	46415	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
45952	46440	"caterpillar"	"4"	2	""	""	0	0	0	0	0	0
45953	46456	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
45954	46459	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
45955	46463	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
45956	46464	"caterpillar"	"25"	1	""	""	0	0	0	0	0	0
45957	46464	"caterpillar"	"28"	1	""	""	0	0	0	0	0	0
45958	46473	"caterpillar"	"31"	1	""	""	0	0	0	0	0	0
45959	46476	"caterpillar"	"27"	1	""	""	0	0	0	0	0	0
45960	46530	"caterpillar"	"22"	1	""	""	0	0	0	0	0	0
45961	46530	"caterpillar"	"17"	1	""	""	0	0	0	0	0	0
45962	46535	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
45963	46537	"caterpillar"	"21"	1	""	""	0	0	0	0	0	0
45964	46537	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
45965	46540	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
45966	46541	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
45967	46543	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
45968	46546	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
45969	46550	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
45970	46550	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
45971	46556	"caterpillar"	"17"	1	""	""	0	0	0	0	0	0
45972	46556	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
45973	46558	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
45974	46560	"caterpillar"	"18"	1	""	""	0	0	0	0	0	0
45975	46563	"caterpillar"	"13"	1	""	""	0	0	0	0	0	0
45976	46569	"caterpillar"	"18"	1	""	""	0	0	0	0	0	0
45977	46576	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
45978	46583	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
45979	46587	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
45980	46593	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
45981	46594	"caterpillar"	"20"	1	""	""	0	0	0	0	0	0
45982	46598	"caterpillar"	"3"	1	""	""	0	0	0	0	0	0
45983	46599	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
45984	46606	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
45985	46609	"caterpillar"	"22"	1	""	""	0	0	0	0	0	0
45986	46611	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
45987	46613	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
45988	46614	"caterpillar"	"5"	2	""	""	0	0	0	0	0	0
45989	46619	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
45990	46629	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
45991	46637	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
45992	46651	"caterpillar"	"3"	1	""	""	0	0	0	0	0	0
45993	46663	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
45994	46665	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
45995	46672	"caterpillar"	"23"	1	""	""	0	0	0	0	0	0
45996	46677	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
45997	46677	"caterpillar"	"25"	1	""	""	0	0	0	0	0	0
45998	46686	"caterpillar"	"16"	1	""	""	0	0	0	0	0	0
45999	46722	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46000	46723	"caterpillar"	"20"	1	""	""	0	0	0	0	0	0
46001	46738	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46002	46739	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
46003	46741	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
46004	46752	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
46005	46753	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46006	46754	"caterpillar"	"15"	1	""	""	0	0	0	0	0	0
46007	46772	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
46008	46794	"caterpillar"	"17"	1	""	""	0	0	0	0	0	0
46009	46794	"caterpillar"	"13"	1	""	""	0	0	0	0	0	0
46010	46814	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
46011	46826	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46012	46827	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
46013	46878	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
46014	46892	"caterpillar"	"18"	1	""	""	0	0	0	0	0	0
46015	46900	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
46016	46916	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
46017	46927	"caterpillar"	"15"	1	""	""	0	0	0	0	0	0
46018	46935	"caterpillar"	"17"	1	""	""	0	0	0	0	0	0
46019	46960	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
46020	46984	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
46021	46986	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
46022	46986	"caterpillar"	"23"	1	""	""	0	0	0	0	0	0
46023	46988	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
46024	47010	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
46025	47012	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
46026	47017	"caterpillar"	"15"	1	""	""	0	0	0	0	0	0
46027	47017	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
46028	47017	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
46029	47017	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46030	47021	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
46031	47031	"caterpillar"	"30"	1	""	""	0	0	0	0	0	0
46032	47040	"caterpillar"	"25"	1	""	""	0	0	0	0	0	0
46033	47052	"caterpillar"	"13"	1	""	""	0	0	0	0	0	0
46034	47117	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
46035	47192	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
46036	47193	"caterpillar"	"24"	1	""	""	0	0	0	0	0	0
46037	47255	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
46038	47319	"caterpillar"	"28"	1	""	""	0	0	0	0	0	0
46039	47325	"caterpillar"	"18"	1	""	""	0	0	0	0	0	0
46040	47326	"caterpillar"	"30"	1	""	""	0	0	0	0	0	0
46041	47328	"caterpillar"	"37"	1	""	""	0	0	0	0	0	0
46042	47328	"caterpillar"	"22"	1	""	""	0	0	0	0	0	0
46043	47336	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
46044	47340	"caterpillar"	"17"	1	""	""	0	0	0	0	0	0
46045	47370	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
46046	47371	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
46047	47375	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
46048	47375	"caterpillar"	"19"	1	""	""	0	0	0	0	0	0
46049	47375	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46050	47378	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
46051	47380	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
46052	47391	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
46053	47405	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
46054	47405	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
46055	47410	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
46056	47419	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
46057	47426	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
46058	47437	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
46059	47438	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
46060	47462	"caterpillar"	"15"	1	""	""	0	0	0	0	0	0
46061	47469	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
46062	47475	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
46063	47491	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
46064	47501	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
46065	47524	"caterpillar"	"13"	1	""	""	0	0	0	0	0	0
46066	47532	"caterpillar"	"13"	1	""	""	0	0	0	0	0	0
46067	47551	"caterpillar"	"16"	1	""	""	0	0	0	0	0	0
46068	47568	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
46069	47573	"caterpillar"	"20"	1	""	""	0	0	0	0	0	0
46070	47580	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46071	47580	"caterpillar"	"22"	1	""	""	0	0	0	0	0	0
46072	47597	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
46073	46677	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
46074	46677	"caterpillar"	"25"	1	""	""	0	0	0	0	0	0
46075	46738	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46076	46739	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
46077	46741	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
46078	46722	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46079	46723	"caterpillar"	"20"	1	""	""	0	0	0	0	0	0
46080	47797	"caterpillar"	"2"	1	""	""	0	0	0	0	0	0
46081	47893	"caterpillar"	"3"	1	""	""	0	0	0	0	0	0
46082	47924	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46083	47926	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
46084	47985	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
46085	48021	"caterpillar"	"2"	1	""	""	0	0	0	0	0	0
46086	48038	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
46087	48046	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
46088	48063	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
46089	48066	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
46090	48090	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
46091	48123	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
46092	48136	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46093	48155	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
46094	48157	"caterpillar"	"3"	1	""	""	0	0	0	0	0	0
46095	48166	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
46096	48170	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
46097	48174	"caterpillar"	"40"	1	""	""	0	0	0	0	0	0
46098	48176	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46099	48231	"caterpillar"	"20"	1	""	""	0	0	0	0	0	0
46100	48234	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46101	48234	"caterpillar"	"20"	1	""	""	0	0	0	0	0	0
46102	48236	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46103	48244	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46104	48253	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46105	48254	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
46106	48256	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
46107	48259	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
46108	48266	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
46109	48267	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
46110	48316	"caterpillar"	"30"	1	""	""	0	0	0	0	0	0
46111	48328	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
46112	48403	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
46113	48414	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
46114	48448	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46115	48451	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
46116	48485	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
46117	48492	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
46118	48492	"caterpillar"	"13"	1	""	""	0	0	0	0	0	0
46119	48501	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
46120	48504	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
46121	48511	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
46122	48528	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
46123	48546	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
46124	48548	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
46125	48552	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
46126	48555	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
46127	48563	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
46128	48563	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46129	48566	"caterpillar"	"3"	1	""	""	0	0	0	0	0	0
46130	48575	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
46131	48576	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
46132	48582	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
46133	48587	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
46134	48588	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
46135	48592	"caterpillar"	"30"	1	""	""	0	0	0	0	0	0
46136	48597	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
46137	48600	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
46138	48601	"caterpillar"	"5"	2	""	""	0	0	0	0	0	0
46139	48602	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
46140	48607	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
46141	48620	"caterpillar"	"15"	1	""	""	0	0	0	0	0	0
46142	48624	"caterpillar"	"13"	1	""	""	0	0	0	0	0	0
46143	48627	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
46144	48633	"caterpillar"	"15"	1	""	""	0	0	0	0	0	0
46145	48634	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
46146	48637	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
46147	48640	"caterpillar"	"22"	1	""	""	0	0	0	0	0	0
46148	48642	"caterpillar"	"18"	1	""	""	0	0	0	0	0	0
46149	48660	"caterpillar"	"13"	1	""	""	0	0	0	0	0	0
46150	48660	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46151	48662	"caterpillar"	"13"	1	""	""	0	0	0	0	0	0
46152	48673	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
46153	48675	"caterpillar"	"16"	1	""	""	0	0	0	0	0	0
46154	48697	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
46155	48699	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
46156	48705	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
46157	48736	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
46158	48750	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
46159	48751	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46160	48753	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
46161	48756	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46162	48756	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
46163	48758	"caterpillar"	"8"	10	""	""	0	0	0	0	0	0
46164	48760	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46165	48766	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
46166	48771	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
46167	48777	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
46168	48786	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
46169	48791	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46170	48796	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
46171	48799	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
46172	48800	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
46173	48806	"caterpillar"	"7"	2	""	""	0	0	0	0	0	0
46174	48806	"caterpillar"	"13"	2	""	""	0	0	0	0	0	0
46175	48813	"caterpillar"	"15"	1	""	""	0	0	0	0	0	0
46176	48815	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
46177	48831	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46178	48833	"caterpillar"	"15"	1	""	""	0	0	0	0	0	0
46179	48840	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
46180	48841	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46181	48842	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
46182	48844	"caterpillar"	"17"	1	""	""	0	0	0	0	0	0
46183	48845	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
46184	48845	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46185	48847	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
46186	48849	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
46187	48851	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
46188	48853	"caterpillar"	"15"	1	""	""	0	0	0	0	0	0
46189	48889	"caterpillar"	"15"	1	""	""	0	0	0	0	0	0
46190	48897	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46191	48898	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
46192	48900	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
46193	48905	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
46194	48916	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
46195	48922	"caterpillar"	"20"	1	""	""	0	0	0	0	0	0
46196	48923	"caterpillar"	"22"	1	""	""	0	0	0	0	0	0
46197	48939	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
46198	48941	"caterpillar"	"20"	1	""	""	0	0	0	0	0	0
46199	48949	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
46200	48954	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
46201	48954	"caterpillar"	"26"	1	""	""	0	0	0	0	0	0
46202	48960	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
46203	48969	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
46204	48969	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46205	48976	"caterpillar"	"25"	1	""	""	0	0	0	0	0	0
46206	48980	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
46207	48989	"caterpillar"	"23"	1	""	""	0	0	0	0	0	0
46208	48995	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
46209	48996	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
46210	48999	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
46211	49001	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46212	49001	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
46213	49011	"caterpillar"	"15"	1	""	""	0	0	0	0	0	0
46214	49015	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
46215	49021	"caterpillar"	"13"	1	""	""	0	0	0	0	0	0
46216	49026	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
46217	49027	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
46218	49029	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
46219	49036	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
46220	49043	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
46221	49045	"caterpillar"	"20"	1	""	""	0	0	0	0	0	0
46222	49046	"caterpillar"	"19"	1	""	""	0	0	0	0	0	0
46223	49050	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
46224	49053	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
46225	49056	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
46226	49057	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46227	49058	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
46228	49058	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
46229	49065	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
46230	49069	"caterpillar"	"16"	2	""	""	0	0	0	0	0	0
46231	49069	"caterpillar"	"12"	2	""	""	0	0	0	0	0	0
46232	49074	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46233	49076	"caterpillar"	"0"	10	""	""	0	0	0	0	0	0
46234	49089	"caterpillar"	"17"	1	""	""	0	0	0	0	0	0
46235	49111	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
46236	49113	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
46237	49125	"caterpillar"	"25"	1	""	""	0	0	0	0	0	0
46238	49138	"caterpillar"	"15"	1	""	""	0	0	0	0	0	0
46239	49139	"caterpillar"	"18"	1	""	""	0	0	0	0	0	0
46240	49142	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46241	49149	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46242	49159	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
46243	49162	"caterpillar"	"13"	1	""	""	0	0	0	0	0	0
46244	49166	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
46245	49173	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
46246	49185	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46247	49188	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
46248	49189	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
46249	49199	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
46250	49203	"caterpillar"	"20"	1	""	""	0	0	0	0	0	0
46251	49211	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
46252	49220	"caterpillar"	"20"	1	""	""	0	0	0	0	0	0
46253	49237	"caterpillar"	"22"	1	""	""	0	0	0	0	0	0
46254	49252	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46255	49260	"caterpillar"	"22"	1	""	""	0	0	0	0	0	0
46256	49262	"caterpillar"	"23"	1	""	""	0	0	0	0	0	0
46257	49274	"caterpillar"	"15"	1	""	""	0	0	0	0	0	0
46258	49287	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46259	49294	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46260	49307	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
46261	49319	"caterpillar"	"13"	1	""	""	0	0	0	0	0	0
46262	49320	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
46263	49321	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46264	49336	"caterpillar"	"25"	1	""	""	0	0	0	0	0	0
46265	49337	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
46266	49337	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
46267	49345	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
